stars,text
4,"Love the ambience, nice n clean for local fine dining! Great food n wonderful service!"
0,"The food might be ok, but the waitress / unbelievable unfriendly and rude. We had to go to the front to get the menu and clear our own table. Horrible!"
4,"Amazing Breton style buckwheat crepes. I had the Nordique, which comes with smoked salmon and sour cream. The atmosphere was pleasant and nautical and my table shared a bottle of the house white wine which went perfectly with the meal. Ask for an English menu, there is one available."
4,"The best spätzle in town, the place is really cozy and the people very friendly. If you are looking for german food, this is the best place to have a wonderful experience."
2,"Can't claim to be from SoCal, but I know a good Burrito when I taste one and this steak burrito almost ticked the boxes. I was looking for taste and chilli zing and I got everything I was looking for. Would have liked to have seen some authentic sauces to add to the heat, but they use that Chinese Sriracha stuff, you know with the yellow stopper. No matter, it did the job well. Later discovered some Lol Tun Habanero sauce which I applied liberally.Thrash Metal on the stereo which didn't make for a restful experience, but hey, the Schanze is not made for rest even at 1pm! But the other mainly younger crowd seemed to be grooving to it! The guys who run this place are obviously big metal fans, one wall is covered with pics of men in gimp masks. Either that, or along with the hard seating, it's an effective device to keep the customers moving and discourage lingerers.If I was to be critical, I would highlight their steak cooking process, which seemed not be via a grill, more like  steamed steak! Were I to return, I'd choose another filling and perhaps take some earplugs along.Sorry but it has to be three stars."
2,"This review is for the Tattoo Exhibit only. Went to the museum today excited to see what would be portrayed about Tattoo history etc. Basically, it was a lot of photographs of modern day tattoo wearers talking about their tattoos. A few old machines in a display box, a ton of tattoo books on a table, and displayed pigments.  The exhibit seemed super touristy in a sense that it was very basic, and maybe curated by someone fascinated by the culture, and not actually a part of it.I'd give it less stars if it weren't for the historic Skin Samples on display. That saved the exhibit. Everything else you can see in the same fashion on the internet. Pictures of pictures etc."
4,"Beside its small room, the coffee here is good, the staff is nice and there is wifi. I can comfortably seat on a sofa with my computer, take the WiFi (probably not from there but it works nicely), and spend hours. Their cappuccinos are big!"
4,"Hard to believe, but Altona and Hamburg were two rivals. Now Altona is part of Hamburg (a nice, charismatic part), but I guess there still was a need to have its own museum. And I must say, well done guys! Small, but very informative museum, revolving around Elbe and everything which comes with it: shipbuilding, whaling(thank God it's in the past), fishery, sea trade, port and so on. A message is clear: the river is a key to regions past and the future. There's a beautiful collection of figureheads occupying the whole room. Also a hall dedicated to Schleswig-Holstein, Helgoland island in particular. This museum is very similar to  surprise Museum für Hamburgische Geschichte (Hamburg Museum), but smaller. It has a few things, which its bigger brother doesn't have: the whole interactive section dedicated to kids - Kinderolymp and a restaurant, Vierländer Kater, a house in the house, replicating typical Northen German tavern of 18th century. The restaurant itself worth visiting, great concept!"
4,"Hands down the best falafel in Hamburg. Freshly made, unlike par for the course at most Döner places, who just microwave something that resembles warm wet cardboard. Not only are the falafel fresh, but also perfectly made, crispy on the outside and nice and soft on the inside. All the vegetarian salads and sides like tabbouleh and hummus are also good. If you dine-in- try either the Falafel or Mixed plate (5 Euros), served with a plate full of side dishes. If youre on the run, get the falafel in bread (2.50, ""spezial"" for 3 Euros with your choice of extra like eggplant)."
3,"This is a newly opened Indian restaurant in the Hallerstrasse. It's nicely decorated and the staff is very attentive. They also have a large selection of vegetarian dishes at good prices. My Tarka Dal was delicious and at a reasonable price. Only the service was not particularly fast, so make sure you have some time when you visit."
2,"Of all the cities in Germany I've been to, the Hamburg Rathaus was probably the most structurally appealing that I've seen.Really just like any other city center though... lots of shops, stores, restaurants, busy area of town."
1,"Had a quick diner here with some colleagues during a work visit to Hamburg. It was on a Saturday and very early (before 19:00) so not at all busy though several table had already been reserved. I had the veal Wiener schnitzel. As schnitzels go a Wiener Veal is my absolute favourite. I didn't like the one the served me that evening. It was way to thin and very dry. For all I know it could have been last night's left over, that's how bad it tasted. Also didn't like the fact that they charge extra for the Preiselbeeren. If ever I would visit this place again I would not have the Wiener Veal Schnitzel again!"
4,Very good food and incredibly nice staff. The restaurant has a cosy atmosphere. Mango lassi was also tasty.
4,"Astra Stube is one cool little bar! It's basically a tiny little gig venue located under the S-Bahn tracks in the north-west of the schanze. It's a bit out of the way, but if you're into your local independent rock and indie music, then you'll definitely want to put this on you list of must-visit places. The only real drawback is that the place is just too small, so it gets very sweaty very fast. Oh well, you can't have everything :)Since writing the above review two years ago a few things have happened. 1) The bar was going to be closed (along with many nearby businesses) due to work on the above railway bridge2) There was a large outcry; notably the Jan Delay album ""Wir Kinder vom Bahnhof Soul"" features a photo of the bar as it's front cover; The work was put back a few years3) The popular Hamburg-based film ""Soul Kitchen"" featured a scene in the bar, somehow managing to make the bar look something other than tiny."
2,"This tourist spot has its ""cool factor"" being one of the biggest miniature displays of its kind in the world, but the crowded Disneyland long lines of pushing and shoving while walking around inside of this destination, steals away from the magic of the Wonderland, because you wonder if you will ever get to see something up close, because there are so many cute kids running around pointing and cheering in awe.  You feel kinda like a jerk if you do not offer your spot to one of these sweet faced angels to get a closer peek before you.  If and when it is not overly crowded, which is hardly the case as this is a very popular tourist spot for not just kids but also adults, the displays are really fascinating. They have an airplane runway where you actually see model planes from most international carriers, I mean, I am Thai and I even saw a Thai Airways plane!  You get to watch them slowly pull out onto the runway like a real plane then take off into the sky complete with sounds of the engines!Most of the displays are European and being an American, it is cool to see, but hard to identify with the land markings as much as a European child or adult would recognize the details better.  They have the Alps, Germany, Austria, Switzerland, Scandinavian countries, and even the USA, particularly the Vegas display interested me.  There is a mixture of switching from day to night scenes in the rooms, and also an entire water display  going into the Northern Scandinavian countries. My favorite miniature area was Hamburg, because I live here and it was cool to recognize the layout of the city, see the Hafencity, the churches, the super cool HSV football stadium complete with HSV fans in the seats,  etc..... Miniature displays are also more identifiable with people if they personally know the thing or place well that is being miniaturized because we all like to check for accuracy and are amazed at the details and intricate work that goes into these ornate displays.Tip: Try to either go really early in the day when it opens or really later in the day before it is about to close, otherwise, it is often too crowded to see anything and you feel rushed to look at move on so you are not blocking the way for others to see."
4,"After reading about this place in the New York Times' 36 Hours in Hamburg, I went to Hamburg just to see this place and I was not disappointed.We spent 3 hours(2.5 hours looking and 30 minutes in the cafeteria where they have several types of beer and free wifi)  there and still felt that we had missed things. The scope was amazing as was the detail.The only reservation that they had online was at 6:30 pm on the day we wanted to go (which was a holiday weekend in Germany). This was a great time to go as there were no lines and very few people.We ate in the cafeteria at 8:30 pm (they stop serving food at 9 pm) but they were still replenishing the food and it was pretty good (3 Radlers and 2 wurst and frites dinners for 17 Euros).They have a coat and baggage check. They also have charging lockers for digital camera batteries. You need a 1 Euro coin to start the charging, but you get it back when you retrieve your charged battery. They know that people take a lot of pictures here and they run down their batteries."
3,"Restaurant Engel is always a nice place to stay! With a beautiful view on the river Elbe, you can watch the container ships passing by while having a nice dinner."
4,"Whenever in Germany, I always make an effort to visit the Hofbräu house.I've been to the other location here in Hamburg, but this location on Esplanade has a more authentic vibe based on the original Hofbräu Haus in Munich.Came here this time with a large group from work (in Germany for an Expo), and everyone was pleased and enjoyed the evening.Most of us ordered the Wienerschnitzel, which is my favorite.You simply must make an effort to dine here."
3,So a place called Mr. Kebab is not exactly what you would think of as great for a pesqutarian. This though was one of my favorite meals in Hamburg. There were a whole bunch of vegetarian options and the one I got was absolutely delicious. My mouth waters thinking of this restaurant. Great place to visit!
4,"I don't really do reviews, this is more of a personal bookmark, so to meet the minimum word count I'll just say it is definitely a chinese restaurant, located in Hamburg."
4,"Fantastisch und wirklich kaiserlich. Sehr geschmackvoll und mit viel Liebe zum Detail eingerichtet. Die Speisen sind authentisch schmackhaft und die Besitzerin (eine echte Österreicherin) sowie die zauberhaften Mitarbeiter/innen im Service sind bemerkenswert aufmerksam und sehr kompetent. Dieses Kleinod mit herrlicher Sonnenterrasse in der Hafencity habe ich für mich entdeckt und empfehle es allen, die den Standard satt haben und das Besondere unserer Tage suchen."
3,"Popped in here the other day when my staple in the area was unexpectedly closed. The Roosen is a cute lil' place - the sofas are well comfortable, service is very friendly (albeit a tad hover-ey), drinks are well prepared and the price is right (4.50 for a caipirinha sounds like my cup of caipirinha!). Would love to come back here - a really nice place to kick back early and drink yourself through the evening on a weeknight with some good company. One star off for the kind of toilets you don't want to visit when you're a tad tipsy - the trip down will send you into a spin!"
2,"This coffee shop has been hyped as one of the best places in Hamburg for a coffee. For me personally, to test the coffee quality in an outlet specializing in coffee the gold standard is to order an Espresso. What shall I say? Their Espresso is a far cry from a decent Espresso... it looks like a bland blackish puddle produced by a fully automated machine and tastes also like it. No crema, very watery. The only plus is a very fruity and light taste to the coffee, reminding me of a spring flower bouquet. So, coffee quality fairly ok, preparation a no-go. Service is definitely not this spot's strength with both counter attendants minding their own business with an air of utter indifference toward the customer. Maybe this experience is a one-off and I would see a very different atmosphere some other time around. Yet, there won't be another time."
1,"Meh. Food was ok at best. Find it weird they roll their burritos all in the morning, my friend tried to order one without chili sauce and because of said rolling, this wasn't possible. Overhyped. They try to give off this whole ""oh you didn't reserve vibe, well we are too good for you."" Kinda vibe. Blah I'll deal with said nuances of food is amazing, but again, is nothing to go nuts about."
3,"Huge dishes - we went for traditional lamb & duck, the steak tartare looked a bit overwhelming (neighbouring table ordered it).  Very cool basement setting with high arched ceilings between old columns"
3,"On a spur, we checked out this restaurant near the Altona Sbahn. I'm a vegetarian and was super pleased with the options. The food was quite tasty and the service was good too. I enjoyed it!"
1,"Tiefenthal is a cafe/bar/restaurant. Unlike the places at Schanze, this one is really ""higher"" class. It's crowded and unfortunately pretty expensive (but hey, you are in Hamburg - so it's not like you are already not used to it). We didn't go for food, just drinks and the cocktails were pretty good. The Tiefenthal is one of those places you can take your parents for a drink, or yuppie-kinda people (no offense). But if there would be alternatives in Eppendorf, I'd rather go there. As far as I can tell, there are none though."
4,"This restaurant is a true gem! It's been in business and family run since the 1970s, so expect some brilliant traditional Italian cooking. I try to go every time I'm in Hamburg."
0,There really are NO DISGUSTING words that I could possibly muster to perfectly describe what a horrible place this was! From the get go the waiter was such crabby old man- I asked for hoisin sauce he looked at me like I was asking for marinara sauce! Later to give it time I asked for some ice to cool the €9 euro bottle of water that was room temperature & he literally rolled his eyes at me- Seriously? Ok whatever- just bring the dim sum out and be done with it- a few plates of mediocre fare later he brings out what should have been the highlight- Sticky rice wrapped in a lotus leaf- we carefully unwrapped the steamy hot item only to find what looked like a massive dung with no discernible rice grains to speak of- just a big brown turd of mush- still I dissected it as supposedly it contained chicken- which at the very center was a dried up tasteless chicken wing- bone in and just GROSS! I called the crabby old man over and lied that while we enjoyed the other items that this was just inedible- thank you please retire it from the table- which he did- I felt bad for having returned something so I asked for another small plate of dim sum to make up for it- but when the bill came to my surprise he had charged me for the lotus wrapped pile of ... and so I said to him- I'm sorry but you forgot to remove this from my bill- and he insisted that he would not take it off my bill that I HAD TO PAY!  I was indignant at how utterly preposterous this was- I have rarely returned anything and when I have the service has been apologetic and settled quickly- the crab would not let up and the scene he was making in the restaurant had me on pins and needles- there's a price for dignity and it was obvious his was €6 euros! NEVER EAT HERE if you're in Hamburg! Try the Dim Sum Haus literally around the corner! Bon Appetit! Just NOT at the Mei Moon-
3,"The food was good, we ordered the schanke and the steak. Both was really good. We ordered the apfelstrudeln as dessert and this we can recommend. The reason for the 4 star is that we had to wait for 45min for the main dishes. That was a long wait for the relatively simple dishes. This is of course disputable, but that's how we felt. The strudeln came after 15min too. The check? Guess what, it came in with a minute."
3,"The place is small and luckily we had a reservation, because it was very full (friday evening). In the end they even sent people away because there was no more food. However, the burgers were big and delicious. I had a vegan Burger with sweetpotatoe fries, both very good. We didn't have to wait long for the food and even though there was a lot going on, the waitress was really kind and not stressed. We felt very comfortable. Last but not least, prices are absolute appropriate!"
3,"Good Italian food for my birthday! Italian restaurant with candlelight ambience. Had awesome tomato and pesto bruschetta. My husband had Italian meat bruschetta and he just loved it. That was our starter. The main courses that we ordered were half vegetariana pizza and half salami pizza plus asparagus cheesy risotto. They were so good. The staff was friendly as well. Overall, had a good tasty dinner!"
3,"Keep coming back for the fried noodles and of course Vietnamese Ice Coffee! The restaurant can be very packed during lunch time or dinner time. I don't know if what they serve is authentic, but I'm pretty sure it's tasty!"
4,Best Ethiopian restaurant in Hamburg hands down. I am Ethiopian and I haven't had quality Ethiopian food in Germany. My girlfriend also liked it. The place is small and intimate. I'd recommend this to anyone looking to have a good Ethiopian food in Hamburg. P.S. you'd need to get a reservation in advance.
2,"Been here a bunch of times at this point. I always get the Döner Teller to go but most of my colleagues get the regular Durum Döner. One way or another, the fresh bread in this place is super tasty. The meat is also usually quite good. Unfortunately, the service here is extremely hectic and not at all customer friendly. Actually super annoying is the process of ordering. You pay, get a ticket and wait. No one really makes much of an effort to find out what you want and if full at lunch, it's chaotic. Further, the place is a dive. Each of the many guys behind the counter is covered in grease stains and sweat. Hand washing seems to be a non-issue and I am concerned about these guys touching my food. Finally, the restaurant itself is filthy. It's not inviting from the outside and the interior is quite repulsive. In summary, the food is actually tasty and the bread is the best part. Unfortunately, you have to risk food poisoning when eating here. I do admit at times I say f""§k it and just go for broke. You only live once! :-)"
4,"The chocolate tour was very interesting. Learned a lot about chocolate, where it comes from and how it's made.  Enjoy tastes from every step of the process and make your own chocolate bar. Super fun time ad great quality chocolate!"
4,"A cozy, tasteful room tucked into a pretty corner of Hamburg. We went for the 9-course ""classic"" menu with wine pairings. A truly wonderful journey through food and wine, punctuated with a main course of Ibérico pork, unbelievably tender and layered with flavors. On each plate, the juxtaposition of varied elements allows multiple facets o taste - every dish having a multitude of flavor complementary profiles. A world-class experience."
3,"The name Mr. Kabob gave me with the expectation of a quick fast food counter. While the food is quick, it's actually a comfy and cozy cafe with take away or table service/eat in options. Large windows let in sunlight and pillows line the bench. They also have several small tables outside along the cafe. The other surprise was the size of the Donner kabob I ordered. They have bread and rolled options, I went with the bread and it was huge. The bread was soft, slightly toasted and warm. The chicken inside was really good as was the sauce, my only real complaint was wanting more sauce, more evenly distributed. They also use a cabbage mix for the veggies, while my personnel presence is just lettuce along with the tomato and cucumber.Good price, good food, friendly staff."
4,Super cute and fantastic coffee. The bagel sandwiches were delicious and the staff is so friendly. I love this place.
4,"This place is an oasis of human interaction and peace. I really loved it! It was one of the most or I could say most heartwarming experiences visiting a place can offer. You get to know not only how it is - to see nothing and spend time in dark - but whats more important is that you learn to trust the person guiding you, not even seeing them. Just buy touch. When it ended I wished that peace and trust could last longer. Have to apply well in advance to get a tour, but it is so worth it. Also don't forget to put a few Euros in pocket(have to leave stuff in locker) to get to buy some drink, I had chocolate milk, and it tasted amazing! Great experience, would go again!"
1,"Great atmosphere, and they're very accommodating.   I ordered Nackensteak, and it was terrible, all tough and mostly gristle.  Not much to eat out of eat, but it was my first time eating Nackensteak, so maybe it's supposed to be like that.  I went with a large group and they were able to accommodate us all sitting together.  The salad I had was good."
3,"Relatively pricey, but excellent food - we had steak tartare (mediterranean + oriental style), ribeye on the bone and new york cut, topped off with a lemongrass sorbet with vodka. All awesome, though steak was not the best I've ever had (reserved, for now, for the Hix Oyster and Chop House in London!). Only downside was a degree of pretentiousness and mild obnoxiousness of other clientele - not really the restaurant/bar's problem (apart from the high volume of the mediocre techno dj) - all of the waiting/bar staff were excellent and appropriately attentive."
4,Was very impressed with this stylish and cool restaurant which used to be an old warehouse. It is very different to any restaurant I've been to. The food was also very tasty and the staff were very pleasant.
4,"Food is great, taste good, but not authentic. The service puts it over the top, you can't find good service like this anywhere outside of the US. The service here is even better than the US Vietnamese restaurants."
3,"went with a Groupon Gutschein, great food and live pan on the table!!"
4,Great experience and great food. Would recommend. Get the tasting menu! Reasonable compared to other places. Not pretentious.
2,"I stumbled in here on the end of a girls night out already one too many vino's... there was an entrance fee but we just pushed through anyways so I actually am unsure how much it was?! It was an 80""s night with all your favorite ""love-to-hate-but-secretly-i'm-a-80's-fan-too"" tracks ! People were in costume which added to the trashyness of it and there were plenty of lounges to park myself down on and take it all in. Fun!!"
4,"Absolutely amazing. If you are in Hamburg for a few days, I would say this is a nice little visit. Theres a lot of detail to see and easily miss. I felt like one hour was good there but if you are in to this sort of thing, you could definitely stay longer. There were multiple levels and lots of interaction. I think its great for families."
4,"This is exactly what a neighbourhood Italian restaurant should be. On a quiet street you enter down short steps into a small bustling eating area. We turned up unannounced lateish on a Tuesday evening. The Trattoria was full but we were all made welcome with glasses of prosecco while we waited. And it was worth the wait. Deciding to go with tradition, I had the Ossobucco, which was just as rich and flavoursome as I had hoped. Other traditional dishes taken included Linguine Vongole etc - all apparently also fully enjoyed. Highly recommended for small groups, friends and romantic meals."
2,"The German language reviews of Noah's by some of Hamburg's expert Qypers are extremely positive about this small Greek restaurant, but though i found it perfectly acceptable, it was nothing special. On the upside the service was friendly (we were the only people there) and the beer cold and large! There was also decent dip with warm bread to start, but the (chicken) souvlaki seemed dry and without enough grilled vegetables to assist it. And given the emptiness of the place, there was none of the atmosphere one hopes for from Greek restaurants. The lunchtime set menu looks good value and maybe it fills up then."
4,"Original koreanisches essen, wirklich sehr gut! Auch das sushi ist zu empfehlen. Also nicht von der betagten Einrichtung abschrecken lassen, das essen ist klasse."
4,"Nice café just near the Elbphilharmonie. It looks like an old parisian bookstore with its wooden furniture. Really cool style. The other rooms are more commun, I would recommend (if possible) to go to the one which has its door just in front of the Elbphilharmonie."
4,"Incredible food, great wine selection, service was excellent, and ooo the deserts were to die for. A must try while in Hamburg."
3,"Super location across from Abaton Kino in the University quarter of Hamburg, this Turkish restaurant is a favorite of students and movie enthusiasts. I have enjoyed lunches and dinners here for close to ten years and throughout that time quality and service have varied but during the FilmFest Hamburg, both were exceptional. A big bonus is the non-smoking section in the front of the restaurant, actually away from all the smokers. My spinach and feta wrapped in phyllo dough served with a green salad was hot, fresh and mouthwateringly delicious. Not only that, but when I flashed my press pass and said I was in a hurry, I had the best fast food ever. Many appetizers are enough for a good value meal, but as with most places, prices have gone up so it is not the bargain it used to be, particularly when it comes to drinks. The atmosphere depends on the customers as the place itself is unremarkable and at garden level (meaning limited daylight) but outside tables on a sunny day can be quite the treat. Open seven days a week from 9:00am until 3:00am with breakfast and special lunch menu."
3,I am not normally a fan of places like this but I have to say that my fist visit to Sausalitos was more than pleasant! It seems to be a great after work place that has become adept at making sure groups of friends can enjoy an after work cocktail (half price until 8pm) and some tasty mexican food. The atmosphere is buzzy and the music cranks up a bit later in the evening (maybe that was the strange looking blue cocktail I had?) The service is swift and friendly an nothing seemed to be too much trouble. I will be going back soon to try the extra stron Chilli!
4,"The light show is really beautiful. I wasn't going to go, but changed my mind at the last minute. I quickly taxied over from my hotel and got out and ran to the park. I was able to make it there by 10:15 (it starts at 10:00) and the show lasted until 10:30. I sat on the side of the lake opposite the large tower on a cement block. It put me the closest to the fountains of anyone, but this also meant I got pretty wet. If you don't mind getting wet, I would also recommend going for that seat."
4,"Alright I'm gonna be honest here: I got into this place purely by accident. I was particularly hungry, tired, and I couldn't be bothered walking any further. I saw the light, I saw the Italian sign and I just decided 'right, that will do!"":)I was seated within less than 10mn by another lonely chap at the nearby table and greeted cheerfully by the staff. It felt really cosy and the place has a really homy atmosphere, with a mix of locals, business customers as well as a few tourists like me.I was provided with the menu but as I probably know 2 words of German, the waiter nicely gave me an overview of what was on offer and made some suggestions. A glass of red wine, truffle Carpaccio and a perfectly cooked filet later, I was full and content :). The food was lovely and the thing that then came to mind at that stage was that it was probably going to cost me an armbut gosh, this was ex-cel-lent italian food!44EUR later:)  No regret here though. This was a lovely Italian restaurant with well cooked and selected food, excellent customer service and I'll certainly recommend it in the future. I really don't have a problem spending money when the whole experience is top notch from start to finish. Plus, let's be honest, I already know the hotel menu off by heart now so a bit of adventure was needed anyway!"
3,"I tried the palak paneer combo that was available at lunch. Overall, I was satisfied with the meal and had a nice siesta. The combo comes with yoghurt, black lentils, spinach paneer, zeera rice, salad and naan. What I did not like was that the portions for yoghurt and lentils were pathetic. So I find it funny that the black lentils was either too bland or too small a portion to even get a proper taste. Restaurant itself is, obviously, too small and may not appear too hygienic to certain folks. Based on my conversations with the locals including Indians, the place offers authentic Indian food and sweets are also a specialty here."
4,"If you want to drink a glass of wine with a wonderful panoramic view, don't hesitate to go up to this bar restaurant. You will have access to the rooftop where you can chill on the comfortable benches or armchairs. The waiters are kind and they know their products so they can advise you for your order. The only thing is that it's a bit expensive but you will forget the price once you taste their tasty wines."
1,"This is a low-quality Indian shop in the food court of the Europa Passage. None of the entrees that I've tried taste more than just okay. It's priced accordingly to actual Indian places in Hamburg, and as the food isn't very tasty, you should avoid going here unless you're specifically in the Europa passage and don't want to walk anywhere else to get food. It's fine for Europa Passage terms. I usually eat here or the falafel place when I'm lazy and in the mall."
3,Cute restaurant with a great ambiance. Feels like it is lit by candles making it warm and welcoming. Get the potato pancakes!
3,"Delicious food, quick service. Nice selection of soups and salads. Great lunch spot, although you might find it hard to get a seat, takeaway is fine with a nice spot by the river to eat nearby.Always busy, with queues out the door."
3,It's all decorated with Mexican wrestling accouterments and the burritos may not be California (or Texas?) worthy but they're better than anything you'll find in New York City.
0,"been to this place too many times (10 times at least). Everything is perfect until tonight when I paid for a drink at the bar and then didn't get anything after 5 mins. I asked the waitress that I paid for my drink but she pretended that I didn't pay her! She is a blondish girl (not a real blond) in the corner of the bar when you get in. SHE IS A LIAR! be careful of bartenders there! I mean this girl is cheaper than a prostitue she claimed I didn't pay her for a beer that costed 3.5€, come on even a prostitute is worth more! poor girl ..."
3,"I had seen this place a couple times when at cafes or restaurants nearby but always passed as it was so full. This is obviously a good sign. We weren't disappointed. Came for breakfast on a Sunday and sat outside. Service is great and very attentive. The younger girl was super nice and the lady who was in the kitchen (and came out here and then to bring dishes) was also very pleasant. The food was great. We had a mix of breakfast options plus a piece of cheesecake at the tail end plus coffee and fresh mint teas. Everything was prepared with care and tasted really good. What I didn't like is that basically everything was reserved, even at an early hour and basically, a lot of tables sat empty for quite a while unused. Later on though, it was packed and I had noticed that some people would of have liked to take a seat but didn't as all tables were supposedly taken. One can't avoid this with such a small space but it could be managed a bit better in my opinion. Otherwise, we'll definitely be back (with a reservation) and will do our best to enjoy their front terrace area as when the weather is nice, this is the best option."
4,"Love this place!!! Amazing Turkish coffee and fantastic selection of Turkish sweets , baked goods and puddings. Yum!!"
1,"I'm sure this is a nice place to grab a coffee or sandwich - at least it looks nice - but for me, it was one great disappointment.- The people working pretented to not understand a single word of my English and if they did, they answered in German. They also didn't look at me when talking to me and I basically didn't feel welcome at all.- The breakfast plate I had been so extremely looking forward to ever since I saw the photos both here on Yelp and on Instagram wasn't mentioned on the menu, and when I asked for it I was told that that's only for special occassions or special people (!).+ The caffè latte and little yoghurt bowl with granola I ended up with tasted very good.So Hej papa deserves more than one star because of the food, the location and the cute name ;), but I would never ever go there again. Although, if they'd offer me that breakfast plate.........."
2,"The 20 UP is located in a Hotel in the St Pauli district. It is of course known for its breathtaking views of the city. However that is about it. The service is horrible, the drinks are watered down, and it is rather small. And because it has become even more popular with tourist so it is filled to the brim with them.In my opinion, go there once, keep your coat on, walk over to the window, take a few pictures and enjoy the view and then get the hell out of there. You'll thank me later."
3,"Awesome old-school hip-hop! I came here last night (a Monday). Though it was a bit empty, the Dj was awesome and the drinks, tasty.  Their drink menu is, impressively, extensive. Was not a fan of the cigarette smoke, but it Is Germany, so I guess it comes w/ the territory.  Very friendly bartender and ladies bathroom! If you want a chill, relaxed environment w/ great 90s music, this is your place!"
3,"I was surprised to see a concept like green lovers here in Hamburg. It reminded me of Mixt Greens in San Francisco.The menu includes suggested salads, a make-your-own salad option, soups, and panini. All of the salads are made fresh when you order. I went with the falafel veggie salad special they had advertised on the counter with the green lovers dressing (herbs, lemon, olive oil). It had a great balance of ingredients and a nice hummus on top. Definitely a fan.Service was also surprisingly friendly despite the lunch rush. Again, other than that whole ordering in German part, I felt like I had just walked through a portal to Mixt Greens in downtown SF.The only downside is that the space is a little tight and is pretty much packed by 12:30pm. If you'd like a place to sit and don't mind getting bumped into every so often, I'd aim for right before noon and stick to parties of 2. The line always moves fast and they offer takeout, so that could be a good plan B if you happen to arrive after half of Hamburg's workforce has."
4,"Fantastic cafe in St. Pauli for sunny days. There's a little ledge outside you can enjoy your coffee on, and it catches the morning sun perfectly. Delicious bread, eggs, meat, cheese and salad. And nice people. Recommend."
4,"A great new Irish pub in Deichstrasse. A great selection of beer and whiskey as the name would suggest. Live music, karaoke and live sports on tv add to the atmosphere. Definitely a great place to meet up and only a short walk from Rodingsmarkt U-Bahn station. Richard and the team give you a warm welcome and I look forward to going back many times."
3,Cool and stylish with prices to match. Always a relaxed atmosphere - a decent place to catch up with friends.
4,Wir waren erneut zum Frühstück unter der Woche dort. Sehr hochwertige Speisen auf wirklich schön angerichteten Tellern  und ausreichend war es auch. Wir kommen wieder.
4,"Nice informal atmosphere, simple but cracking menu, country potatoes are the absolute best in Hamburg."
1,"It looks stylish inside but there are far better Italian places to eat - service was friendly however and it sounds like the pizza might be ""ok"".  The brown butter sage on cheese ravioli was sad, to say the least.  The ravioli tasted like average, pre cooked heated up ravioli.  The sauce was NOT brown butter sauce how it should be.  I was not worth €9,00.  I make this simple butter sauce at home and it's easy to make correctly.  What was served was not proper Browned butter but rather some kind of premade melted butter (probably with the typical shot of German sahne in the mix).  There were only 3 little sage leaves on the pasta making the flavor distribution a disappointment.  Wouldn't waste my money here... Especially in a city/country where eating out is not cheap."
4,"This is the best place Hamburg has to offer.Come here as long as it's not raining too much; enjoy the river, the view, the ships, your beers. Relax about speedy service, this is not why you are here, just be glad you have a chair.And if it's too crowded, just get your basics from the counter and sit on the rocks or the sand.Don't expect any delicacies - some beers or Weinschorle, some fish rolls or so ... all not bad but certainly not great ... and some serious shipping on view. Kids playing in the sand between the tables.This is Hamburg."
4,What a lovely find. Great fish and daily specials all reasonably priced. Also very good mussels when they're in season. It's nice to sit outside in summer but the Glühwein stand in winter is pretty good too.
3,"Reservations are suggested but they were still able to seat our party of 4 when we walked in. The menu is in German. We enjoyed fricassee of chicken, white asparagus (seasonal item here) with ham, and German beer and wine. You pay for water which is served in a glass bottle (natural or still means without carbonated bubbles). We appreciated that they notified us that they were out of certain menu items and had substitutes to offer (i.e. alternate beef and fish entrees)."
4,"I came here for lunch around midday and there was plenty of space to sit as a group. Ordering through the tablets built into the table was novel but not perfect; I wanted the chili burger without cheese but the software didn't give me the option to take the cheese off. No big deal, I went with the Burgerlich burger instead. It was pretty good, although the brioche bun was a little sweet for me. I got a side of fries as well, which came with an excellent BBQ sauce (word of warning: the menu calls it 'Bullseye Sauce'. No idea why; maybe because it hits the spot?). The whole meal cost just under €8 and they gave out free apples on the way out, which was a nice touch.Good lunch spot and burger joint. I'll be back.Side note: if you're from the UK, this place is very similar to Byron."
4,"I haven't been here in a while (as I don't work in the area any longer) but I LOVED this place! GREAT food, nice service, good value and when the weather is nice you can sit outside. I must get back there.Delicious!"
